sBytesAvg,rBytesAvg,sFinRate,rFinRate,sSynRate,rSynRate,sRstRate,rRstRate,sttl,rttl,sAckRate,rAckRate,sAckDelayMax,rAckDelayMax,sPackets,rPackets,protocol,sWinTCP,rWinTCP,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,NST_B_Label
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.201,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0200659990310668,0.0286166327340262,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.197,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202625513076782,0.0289466551371983,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.486,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0548118750254313,0.025987474541915,0
59.4,58.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.268,0.237,10,10,IPV4-TCP,506.2,504.8,5.0,6.2,0.0449351999494764,0.055532349480523,1
65.0,58.545,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.49,7,11,IPV4-TCP,509.0,502.0,13.0,6.545,0.0827248096466064,0.0495696067810058,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.203,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0208178520202636,0.0298001425606863,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5,63.5,1.0,1.0,0.002,0.462,20,40,IPV4-TCP,509.0,502.0,13.0,6.0,0.0247086851220381,0.0120487213134765,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.195,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202777504920959,0.0290371520178658,0
65.0,57.647,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.001,8,17,IPV4-TCP,509.0,502.0,13.0,5.647,0.000525849206107,0.0288196951150894,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.485,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0541847546895345,0.0256786848369397,0
65.0,58.316,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.49,9,19,IPV4-TCP,509.0,502.0,13.0,6.316,0.0623661279678344,0.0277728372149997,0
60.343,59.01,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.284,0.203,2166,2453,IPV4-TCP,509.0,502.0,8.343,7.01,0.0002308609854541,0.0002035709617577,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.488,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0555090904235839,0.0263126774838096,0
64.6,64.4,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.256,0.23,5,5,IPV4-TCP,506.2,504.8,12.6,12.4,0.1197254657745361,0.1197657585144043,1
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.2,0.203,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0211814202760395,0.0287445613316127,0
63.887,59.771,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.075,0.306,1693,2409,IPV4-TCP,509.0,502.0,11.887,7.771,0.0002932352658986,0.0002073620838976,1
65.0,57.714,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.2,11,21,IPV4-TCP,509.0,502.0,13.0,5.714,0.0427742958068847,0.0192045092582702,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.215,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0213250517845153,0.0304954392569405,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0004910230636596,0.0002490944332546,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.492,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0554063320159912,0.0262652698316072,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.21,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201473951339721,0.0287916319710867,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.192,0.201,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0203763008117675,0.0291668687547956,0
58.786,63.956,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.313,0.14,3111,1635,IPV4-TCP,508.905,502.0,6.786,11.956,0.0001604264188809,0.0003051229614668,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.486,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0550635390811496,0.0261075371190121,0
65.0,58.462,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.499,6,13,IPV4-TCP,509.0,502.0,13.0,6.462,0.0998519897460937,0.0416594147682189,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.007,0.484,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0544527636633978,0.026171885038677,0
65.0,58.72,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.489,13,25,IPV4-TCP,509.0,502.0,13.0,6.72,0.0415094892183939,0.0207956631978352,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.205,0.199,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.021212100982666,0.02874071257455,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.196,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0205527544021606,0.0294008425303867,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.495,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0553008980221218,0.0262030551308079,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.001,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0003638608115059,0.000203005472819,0
65.0,58.316,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.484,9,19,IPV4-TCP,509.0,502.0,13.0,6.316,0.0623649954795837,0.0277755657831827,0
65.0,58.783,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.485,13,23,IPV4-TCP,509.0,502.0,13.0,6.783,0.0415719946225484,0.02268432487141,0
65.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.488,7,9,IPV4-TCP,509.0,502.0,13.0,8.0,0.0819856723149617,0.0614632666110992,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.497,4,6,IPV4-TCP,509.0,502.0,13.0,6.0,0.1665539741516113,0.099812364578247,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.486,16,32,IPV4-TCP,509.0,502.0,13.0,6.0,0.0332206567128499,0.0160882242264286,0
65.0,59.5,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.042,5,8,IPV4-TCP,509.0,502.0,13.0,7.5,0.0008962750434875,0.0066135951450892,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.196,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0205532431602478,0.029397862298148,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.491,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0549571249220106,0.0260715359135677,0
65.0,58.857,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.043,8,14,IPV4-TCP,509.0,502.0,13.0,6.857,0.0017029898507254,0.0043781537276047,0
42.0,42.0,,,,,,,,,,,,,1,1,ARP,,,0.0,0.0,,,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.493,16,32,IPV4-TCP,509.0,502.0,13.0,6.0,0.0332127253214518,0.0160833174182522,0
65.0,59.304,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.477,14,23,IPV4-TCP,509.0,502.0,13.0,7.304,0.038334846496582,0.0227040919390591,0
65.0,59.385,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.482,16,26,IPV4-TCP,509.0,502.0,13.0,7.385,0.0330756664276123,0.0199417972564697,0
65.0,58.621,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.484,16,29,IPV4-TCP,509.0,502.0,13.0,6.621,0.0329810619354248,0.0176714318139212,0
64.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.0,1,2,IPV4-TCP,509.0,502.0,12.0,8.5,,0.0012900829315185,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.188,11,22,IPV4-TCP,509.0,502.0,13.0,6.0,0.0394370079040527,0.0187909489586239,1
65.0,57.647,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.002,8,17,IPV4-TCP,509.0,502.0,13.0,5.647,0.0011416843959263,0.0282300561666488,0
65.0,58.286,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.194,11,21,IPV4-TCP,509.0,502.0,13.0,6.286,0.0394782066345214,0.019791305065155,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.201,0.207,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0209406495094299,0.0297296387808663,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.204,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0205791473388671,0.0295719930103846,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.201,0.201,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202252030372619,0.0290178571428571,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.49,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0551797813839382,0.026165623413889,0
65.0,58.857,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.497,3,7,IPV4-TCP,509.0,502.0,13.0,6.857,0.2495075464248657,0.0832926432291666,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.484,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0546022256215413,0.0258872634486148,0
40.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,47.997,1.0,0.0,0.0,,5241,5241,IPV4-TCP,0.0,1024.0,0.0,0.0,9.539673346599548e-05,9.54133408670207e-05,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.201,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201813101768493,0.0288371528897966,0
65.0,58.462,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.491,7,13,IPV4-TCP,509.0,502.0,13.0,6.462,0.0832400321960449,0.0416333278020223,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5,63.5,1.0,1.0,0.005,0.482,24,48,IPV4-TCP,509.0,502.0,13.0,6.0,0.021679515423982,0.0106240637758944,1
65.0,58.24,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.489,12,25,IPV4-TCP,509.0,502.0,13.0,6.24,0.0452229976654052,0.0208007494608561,0
42.0,,,,,,,,,,,,,,1,0,ARP,,,0.0,,,,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0002852082252502,0.0001599788665771,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.204,0.199,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0219436319250809,0.0298079933438982,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.485,16,32,IPV4-TCP,509.0,502.0,13.0,6.0,0.0331782023111979,0.0160729039099908,0
65.0,58.286,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.497,10,21,IPV4-TCP,509.0,502.0,13.0,6.286,0.0555113156636556,0.0249987959861755,0
40.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,48.16,1.0,0.0,0.0,,4063,4063,IPV4-TCP,0.0,1024.0,0.0,0.0,0.0001230408322453,0.0001230477582404,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.2,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0200950980186462,0.0287190675735473,0
65.0,57.455,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.0,5,11,IPV4-TCP,509.0,502.0,13.0,5.455,0.0006445050239562,0.0472432136535644,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.19,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0204102396965026,0.0291899272373744,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.408,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0456908808814154,0.0216500006223979,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.483,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0540924602084689,0.0256446913668983,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.494,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0554597642686632,0.026289939880371,0
65.0,58.002,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.004,0.246,1995,3987,IPV4-TCP,508.916,502.0,13.0,6.002,0.0002507267887876,0.0001253890919434,1
65.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.155,0.152,4,4,IPV4-TCP,509.0,502.0,13.0,12.0,0.1530447006225586,0.1535003185272216,1
65.0,59.091,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.482,13,22,IPV4-TCP,509.0,502.0,13.0,7.091,0.0409328341484069,0.0234179496765136,0
64.386,58.13,0.0,0.0,0.002,0.001,0.0,0.0,64.0,64.0,1.0,0.999,0.004,0.213,1202,2242,IPV4-TCP,616.572,558.858,12.373,6.123,0.0004162172989285,0.0002230223349724,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.002,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0009259581565856,0.0004436704847547,0
65.0,58.326,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.008,0.339,1106,2096,IPV4-TCP,509.0,502.0,13.0,6.326,0.0004520297589884,0.0002385947471017,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.201,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202260494232177,0.0290890761784144,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.005,0.485,12,24,IPV4-TCP,509.0,502.0,13.0,6.0,0.0454183708537708,0.0217363938041355,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.2,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0211507897627981,0.0287309203829084,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.212,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0205150485038757,0.0293393645967756,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.494,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0553698804643419,0.0262517803593685,0
65.0,58.087,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.005,0.328,872,1721,IPV4-TCP,509.0,502.0,13.0,6.087,0.0005722628942723,0.000290603554526,1
65.0,59.059,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.005,0.488,10,17,IPV4-TCP,509.0,502.0,13.0,7.059,0.0549265543619791,0.0312288105487823,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.495,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.1247910261154174,0.0555068916744656,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.002,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0011722445487976,0.0005648930867513,0
42.0,,,,,,,,,,,,,,2,0,ARP,,,0.0,,0.2615001201629638,,1
65.0,58.462,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.195,14,26,IPV4-TCP,509.0,502.0,13.0,6.462,0.0353167790632981,0.0183714771270751,1
65.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,,0.194,1,2,IPV4-TCP,509.0,502.0,13.0,0.0,,0.1537868976593017,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202123045921325,0.0289034332547869,0
65.0,58.194,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.484,16,31,IPV4-TCP,509.0,502.0,13.0,6.194,0.0332714716593424,0.0166270653406778,0
65.0,62.286,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.042,7,7,IPV4-TCP,509.0,502.0,13.0,10.286,0.0008758306503295,0.0077286561330159,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.2,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0211302995681762,0.0302154166357857,0
65.0,57.647,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.001,8,17,IPV4-TCP,509.0,502.0,13.0,5.647,0.0007450239998953,0.0289128720760345,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201056480407714,0.0287510667528424,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.484,15,30,IPV4-TCP,509.0,502.0,13.0,6.0,0.0356026547295706,0.0172130321634226,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.196,0.198,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0210847854614257,0.0286414282662527,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.001,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0011162161827087,0.0005535549587673,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.2,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202850103378295,0.0290040118353707,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.194,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0200851559638977,0.0287292003631591,0
65.0,58.248,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.005,0.174,1954,3753,IPV4-TCP,509.0,502.0,13.0,6.248,0.0002559513174077,0.0001332366517357,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.2,0.202,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201007485389709,0.0287217072078159,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.199,0.201,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0215512702339573,0.0292647906712123,0
65.0,59.579,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.49,12,19,IPV4-TCP,509.0,502.0,13.0,7.579,0.0453051653775301,0.0276587141884697,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.204,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0206715941429138,0.0295716524124145,0
65.0,58.4,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.044,8,15,IPV4-TCP,509.0,502.0,13.0,6.4,0.0009313992091587,0.0036191429410661,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.2,0.205,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0205919504165649,0.029450842312404,0
65.0,58.857,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.489,8,14,IPV4-TCP,509.0,502.0,13.0,6.857,0.071253980909075,0.0384123141948993,0
42.0,,,,,,,,,,,,,,1,0,ARP,,,0.0,,,,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.197,0.203,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.020030403137207,0.0287549155099051,0
40.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,48.116,1.0,0.0,0.0,,4555,4555,IPV4-TCP,0.0,1024.0,0.0,0.0,0.0001097713901015,0.0001097711806869,1
65.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.232,3,4,IPV4-TCP,509.0,502.0,13.0,6.0,0.1973094940185547,0.0774513880411783,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0005854964256286,0.0003232426113552,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.17,14,28,IPV4-TCP,509.0,502.0,13.0,6.0,0.0336473905123197,0.0162330380192509,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.001,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0007174355643136,0.0003729979197184,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.197,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0206471443176269,0.02952127797263,0
65.0,57.143,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.001,4,7,IPV4-TCP,509.0,502.0,13.0,5.143,0.0006913344065348,0.0003458261489868,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0001260042190551,0.0001129839155409,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.001,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.000694990158081,0.0003451241387261,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.459,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0515652232699924,0.0244450569152832,0
65.0,59.429,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.484,13,21,IPV4-TCP,509.0,502.0,13.0,7.429,0.0416065057118733,0.0249873995780944,0
65.0,56.8,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.001,3,5,IPV4-TCP,509.0,502.0,13.0,4.8,0.0009920597076416,0.0004984736442565,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.197,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0223648428916931,0.0289167165756225,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0007542371749877,0.0003869003719753,0
65.0,60.727,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.043,8,11,IPV4-TCP,509.0,502.0,13.0,8.727,0.0008605548313685,0.0049386024475097,0
65.0,59.385,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.01,0.459,16,26,IPV4-TCP,509.0,502.0,13.0,7.385,0.0316025257110595,0.019346923828125,0
65.0,58.353,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.492,8,17,IPV4-TCP,509.0,502.0,13.0,6.353,0.0713177067892892,0.0312455594539642,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.193,0.2,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0217467358237818,0.0295530046735491,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.476,15,30,IPV4-TCP,509.0,502.0,13.0,6.0,0.0349889993667602,0.0169051022365175,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.201,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0205802083015441,0.0294334888458251,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.001,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0006581374577113,0.0003646691640218,0
65.0,57.898,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.164,987,2008,IPV4-TCP,509.0,502.0,13.0,5.898,0.000505204858451,0.0002490403822065,1
64.0,65.6,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.125,0.0,4,5,IPV4-TCP,509.0,502.0,9.0,13.6,0.0883623758951823,0.1037682294845581,1
